src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
173.194.175.108,192.168.50.8,465,59983,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T17:43:50.333943,0,0.0,0.0,2000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,BENIGN
172.28.129.14,172.28.129.10,54444,4466,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,56006,5142.306181,71.42091919,35.71045959,35.71045959,2,2,128,160,128,0,64.0,90.50966799,160,0,80.0,113.137085,160,0,83.2,77.0662053,5939.2,64,64,0,0,18668.66667,55036,30,31498.32099,56006,56006,56006,56006.0,0.0,55036,55036,55036,55036.0,0.0,1,0,0,0,0,0,0,2,4,0,0,1,104.0,374,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,64.0,80.0,0,0,0,32,40,LateralMovement
10.147.20.236,10.147.20.237,57055,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4982389,2337.83432,40.34209292,19.46857221,20.87352071,97,104,0,11648,0,0,0.0,0.0,112,112,112.0,0.0,112,0,57.66336634,56.11436035,3148.821437,1940,2080,0,0,24911.945,180767,3,36472.97986,4982341,180823,95,51899.38542,37109.19178,4982338,180802,3,48372.21359,38145.84044,0,0,0,0,0,0,0,0,201,0,0,1,57.95024876,256,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,11648,104,0,2337,0.0,112.0,0,0,0,0,57,DataExfiltration
192.168.2.52,192.168.2.36,53760,4455,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4929743,25906.42149,41.38146755,20.89358411,20.48788345,103,101,1228,126484,1228,0,11.9223301,120.9984354,2456,1228,1252.316832,171.9373683,2456,0,628.9756098,638.8951127,408186.9651,5620,3232,0,0,24284.44828,269512,6,44484.69177,4929743,269605,36,48330.81373,52847.29657,4929471,269680,6,49294.71,52939.83744,1,0,0,0,0,0,0,20,204,0,0,0,632.0588235,509,509,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,127712,102,0,25907,11.9223301,1252.316832,0,0,0,6,620,InitialCompromise
10.10.10.30,10.10.10.10,53032,102,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,518,1930.501931,3861.003861,3861.003861,0.0,2,0,1,0,1,0,0.5,0.707106781,0,0,0.0,0.0,1,0,0.666666667,0.577350269,0.333333333,40,0,0,0,518.0,518,518,0.0,518,518,518,518.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,8192,0,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,0,0,0,0,0.5,0.0,0,1,0,0,0,NormalTraffic
172.28.129.14,172.28.129.12,36556,4488,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,49777,5785.804689,80.35839846,40.17919923,40.17919923,2,2,128,160,128,0,64.0,90.50966799,160,0,80.0,113.137085,160,0,83.2,77.0662053,5939.2,64,64,0,0,16592.33333,49285,8,28313.68016,49777,49777,49777,49777.0,0.0,49285,49285,49285,49285.0,0.0,1,0,0,0,0,0,0,2,4,0,0,1,104.0,473,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,64.0,80.0,0,0,0,32,40,Reconnaissance
192.168.2.88,192.168.88.100,40504,2809,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,610,0.0,3278.688525,1639.344262,1639.344262,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24,20,0,0,610.0,610,610,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1024,2048,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NormalTraffic
10.10.10.30,10.10.10.10,58747,102,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,602,1661.129568,3322.259136,3322.259136,0.0,2,0,1,0,1,0,0.5,0.707106781,0,0,0.0,0.0,1,0,0.666666667,0.577350269,0.333333333,40,0,0,0,602.0,602,602,0.0,602,602,602,602.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,8192,0,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,0,0,0,0,0.5,0.0,0,1,0,0,0,NormalTraffic
172.28.129.14,172.28.129.10,54444,4466,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4974573,4744.125777,32.16356459,16.28280457,15.88076002,81,79,288,23312,288,0,3.555555556,32.0,400,288,295.0886076,27.44467155,400,0,148.3726708,149.1521379,22246.36025,2592,2528,0,0,31286.62264,116709,7,32322.79228,4974573,116722,29,62182.1625,12140.31103,4912432,116727,50961,62979.89744,10021.32532,1,0,0,0,0,0,0,80,160,0,0,0,149.3,256,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,23600,80,0,4744,3.555555556,295.0886076,0,0,0,1,145,DataExfiltration
172.28.129.14,172.28.129.12,36556,4488,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,56177,5126.653257,71.20351745,35.60175873,35.60175873,2,2,128,160,128,0,64.0,90.50966799,160,0,80.0,113.137085,160,0,83.2,77.0662053,5939.2,64,64,0,0,18725.66667,55378,29,31744.01399,56177,56177,56177,56177.0,0.0,55378,55378,55378,55378.0,0.0,1,0,0,0,0,0,0,2,4,0,0,1,104.0,483,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,64.0,80.0,0,0,0,32,40,Reconnaissance
172.28.129.14,172.28.129.12,36556,4488,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4447594,14645.22166,167.281456,159.187192,8.094264,708,36,63136,2000,90,0,89.17514124,8.009036841,832,0,55.55555556,180.7559435,832,0,87.55167785,40.62056031,1650.02992,22656,1152,0,703,5985.994616,1843400,0,88334.61782,4447594,1843400,0,6290.797737,90550.84459,4447246,1844003,13,127064.1714,393130.9966,0,0,0,0,0,0,0,9,744,0,0,0,87.66935484,314,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,21712,236,0,53268,89.17514124,55.55555556,0,0,0,84,2,LateralMovement
172.28.129.14,172.28.129.12,40690,445,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,3172913,422.0096801,7.248859329,4.09718136,3.151677969,13,10,743,596,160,0,57.15384615,67.69151369,132,0,59.6,54.04360379,160,0,60.66666667,60.65488021,3679.014493,416,320,0,5,144223.3182,601538,3,240106.4155,3172913,601538,183,264409.4167,274581.2814,2570229,560175,37,285581.0,269248.8707,1,0,0,0,1,0,0,12,23,0,0,0,63.30434783,255,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,1339,12,0,520,57.15384615,59.6,0,0,0,32,25,LateralMovement
10.147.20.236,10.147.20.237,61717,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,320792,997.5311105,15.5864236,6.234569441,9.351854161,2,3,128,192,128,0,64.0,90.50966799,112,0,64.0,57.68882041,128,0,74.66666667,60.43398602,3652.266667,40,60,0,0,80198.0,279256,13,134132.3759,320792,320792,320792,320792.0,0.0,279337,279256,81,139668.5,197406.5356,1,0,0,0,0,0,0,2,5,0,0,1,89.6,256,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,64.0,64.0,0,0,0,25,38,Reconnaissance
10.147.20.236,10.147.20.237,57055,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,3710677,1974.841788,33.95606786,16.43904872,17.51701913,61,65,160,7168,160,0,2.62295082,20.48590079,112,0,110.2769231,13.89189027,160,0,57.7007874,56.73557644,3218.925634,1220,1300,0,1,29685.416,125447,3,34757.33817,3650251,125489,148,60837.51667,24213.79305,3710641,125507,3,57978.76563,26787.39695,0,0,0,0,0,0,0,1,126,0,0,1,58.15873016,257,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,7328,65,0,2007,2.62295082,110.2769231,0,0,0,1,56,DataExfiltration
192.168.2.52,192.168.2.36,53760,4455,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4989994,25347.52547,38.27659913,18.63729696,19.63930217,93,98,1228,125256,1228,0,13.20430108,127.3376681,2456,1228,1278.122449,244.2268366,2456,0,665.1666667,662.9477354,439499.6998,4724,3136,0,0,26263.12632,162245,8,44193.06909,4989994,162372,36,54239.06522,50339.15541,4989736,162323,24,51440.57732,50472.43053,0,0,0,0,0,0,0,17,191,0,0,1,668.6492147,509,509,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,126484,99,0,25348,13.20430108,1278.122449,0,0,0,6,655,InitialCompromise
10.147.20.236,10.147.20.237,57055,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4967043,1894.08467,32.41365134,15.7035081,16.71014324,78,83,112,9296,112,0,1.435897436,12.68150278,112,112,112.0,0.0,112,0,58.7654321,56.10510802,3147.783145,1560,1660,0,0,31044.01875,66759,22,22733.55623,4966680,124869,15897,64502.33766,19079.97984,4904649,87649,243,59812.79268,11277.55593,0,0,0,0,0,0,0,0,161,0,0,1,59.13043478,256,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,9408,84,0,1894,1.435897436,112.0,0,0,0,0,57,DataExfiltration
192.168.2.36,192.168.2.52,42053,6200,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,498,0.0,4016.064257,2008.032129,2008.032129,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32,32,0,0,498.0,498,498,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,2,0,0,1,0.0,504,239,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,InitialCompromise
172.28.128.10,172.28.128.11,52236,445,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,732,0.0,4098.360656,2732.240437,1366.120219,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52,32,0,0,366.0,675,57,436.9919908,732,732,732,732.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,0,1,0,0.0,8192,8192,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,LateralMovement
172.28.129.14,172.28.129.10,54444,4466,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,54809,21894.21445,91.22589356,54.73553613,36.49035742,3,2,128,1072,90,0,42.66666667,45.181117,1072,0,536.0,758.0184694,1072,0,215.0,421.7767182,177895.6,96,64,0,1,13702.25,54102,0,26934.68389,54809,54809,0,27404.5,38755.81557,54102,54102,54102,54102.0,0.0,0,0,0,0,0,0,0,2,5,0,0,0,258.0,382,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,42.66666667,536.0,0,0,0,25,214,Reconnaissance
192.168.2.52,192.168.2.36,53664,4455,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4910412,25008.08486,37.06409971,17.51380536,19.55029435,86,96,1228,121572,1228,0,14.27906977,132.4186455,2456,1228,1266.375,214.7845555,2456,0,677.7486339,651.6862339,424694.9475,4164,3072,0,0,27129.34807,161950,15,44493.84817,4910412,162009,31,57769.55294,49818.92369,4910171,162043,22,51686.01053,50738.91916,1,0,0,0,0,0,0,13,182,0,0,1,681.4725275,509,509,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,122800,97,0,25009,14.27906977,1266.375,0,0,0,6,667,InitialCompromise
10.10.10.30,10.10.10.10,53337,102,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,1854,0.0,1618.122977,1078.748652,539.3743258,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52,24,0,0,927.0,1204,650,391.7371568,1854,1854,1854,1854.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,8192,8192,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NormalTraffic
10.147.20.236,10.147.20.237,57055,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,3879419,2004.423858,33.51017253,15.72400403,17.7861685,61,69,160,7616,160,0,2.62295082,20.48590079,112,0,110.3768116,13.48321555,160,0,59.35877863,56.63772441,3207.831826,1220,1380,0,1,30073.0155,175088,3,39624.60554,3828343,175129,223,63805.71667,34726.89961,3879381,175365,3,57049.72059,38019.12039,0,0,0,0,0,0,0,1,130,0,0,1,59.81538462,257,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,7776,69,0,2031,2.62295082,110.3768116,0,0,0,1,58,DataExfiltration
172.28.128.10,172.28.128.11,52301,5500,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,1019572,0.0,5.884822259,2.942411129,2.942411129,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,92,60,0,0,203914.4,514840,17,279211.1752,1019533,514857,504676,509766.5,7199.054139,1019555,514879,504676,509777.5,7214.610488,0,0,0,0,0,3,3,0,3,0,1,1,0.0,8192,0,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,LateralMovement
192.168.2.52,192.168.2.36,53760,4455,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4915368,24982.87005,40.2818263,20.34435672,19.93746959,100,98,1228,121572,1228,0,12.28,122.8,2456,1228,1240.530612,124.0467325,2456,0,623.2562814,627.7308901,394046.0704,4208,3136,0,0,24951.1066,162263,8,44062.42285,4915368,162301,37,49650.18182,51516.34846,4915181,162418,26,50671.96907,51576.23073,0,0,0,0,0,0,0,8,198,0,0,0,626.4040404,509,509,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,122800,99,0,24983,12.28,1240.530612,0,0,0,6,614,InitialCompromise
192.168.2.111,192.168.88.20,35028,903,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,1401,0.0,1427.551749,713.7758744,713.7758744,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40,20,0,0,1401.0,1401,1401,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,29200,0,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NormalTraffic
172.28.129.14,172.28.129.12,44048,4488,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,3877913,305.3188661,3.094447967,1.547223984,1.547223984,6,6,416,768,160,0,69.33333333,76.84443159,416,0,128.0,165.6598926,416,0,103.3846154,122.6577477,15044.92308,192,192,0,2,352537.5455,3209264,25,959315.9434,3877913,3209264,48827,775582.6,1375000.018,3877289,3209623,48473,775457.8,1375335.577,1,0,0,0,0,0,0,6,12,0,0,1,112.0,693,256,53275,53275,53275.0,0,1600000000000000.0,3209264.0,801000000000000.0,1130000000000000.0,0,0,608,4,0,988,69.33333333,128.0,0,0,0,34,64,Reconnaissance
172.28.129.14,172.28.129.10,45048,4466,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T17:43:50.333943,4987281,2698.063334,19.04845546,9.824992817,9.223462644,49,46,3168,10288,450,0,64.65306122,154.9109356,320,0,223.6521739,102.2826622,450,0,144.6666667,155.7968087,24272.64561,1568,1472,0,9,53056.18085,553211,12,99381.16695,4987281,553211,34,103901.6875,118981.4037,4986686,553398,47178,110815.2444,119889.8928,1,0,0,0,0,0,0,46,95,0,0,0,146.1894737,1444,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,13456,49,0,2698,64.65306122,223.6521739,0,0,0,33,108,Pivoting
172.16.0.5,192.168.50.1,62347,34311,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T17:43:50.333943,0,0.0,0.0,2000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,Syn
172.16.0.5,192.168.50.1,65110,3145,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T17:43:50.333943,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,Syn
172.16.0.5,192.168.50.1,62658,34640,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T17:43:50.333943,0,0.0,0.0,2000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,Syn
