src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
172.16.0.5,192.168.50.1,604,6602,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,60081632.65,0.0,40816.32653,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,49,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,635,5347,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2736000000.0,0.0,2000000.0,0.0,0,0,2736,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,910,20073,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,61333333.33,0.0,41666.66667,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,48,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,521,32498,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,1291666.667,0.0,41666.66667,0.0,0,0,62,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,48,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,522,54209,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,12689655.17,0.0,8620.689655,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,232,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,691,24820,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,620,38816,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,784,44996,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2848000000.0,0.0,2000000.0,0.0,0,0,2848,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,857,8100,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2896000000.0,0.0,2000000.0,0.0,0,0,2896,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,694,59736,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,979,14152,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,575,26626,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,564,11024,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,1472000000.0,0.0,1000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,2,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,793,3013,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2896000000.0,0.0,2000000.0,0.0,0,0,2896,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,971,50339,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,724,8802,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,554,350,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,690,21932,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,193066666.7,0.0,133333.3333,0.0,0,0,2896,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,15,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
172.16.0.5,192.168.50.1,709,24820,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2944000000.0,0.0,2000000.0,0.0,0,0,2944,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,DrDoS_DNS
192.168.2.36,192.168.2.52,38835,21,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,577,0.0,3466.204506,3466.204506,0.0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40,0,0,0,577.0,577,577,0.0,577,577,577,577.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,InitialCompromise
10.147.20.236,10.147.20.237,61717,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,66741,4315.188565,74.91646814,29.96658726,44.94988088,2,3,128,160,128,0,64.0,90.50966799,112,0,53.33333333,56.19015335,128,0,69.33333333,61.2753349,3754.666667,40,60,0,0,16685.25,39941,15,19909.20381,66741,66741,66741,66741.0,0.0,26785,26597,188,13392.5,18673.98298,1,0,0,0,0,0,0,2,5,0,0,1,83.2,256,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,64.0,53.33333333,0,0,0,25,32,DataExfiltration
10.10.10.20,10.10.10.10,49156,102,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,4995530,318.2845464,6.40572672,4.20375816,2.20196856,21,11,1040,550,99,0,49.52380952,49.50012025,50,50,50.0,0.0,99,0,49.6969697,39.13397249,1531.467803,420,220,0,10,161146.129,970464,0,360820.2476,4985605,970464,0,249280.25,427325.6385,4995530,1001469,0,499553.0,526576.2669,1,0,0,0,0,0,0,22,32,0,0,0,51.25,8192,8192,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,1590,22,0,318,49.52380952,50.0,0,0,0,32,17,NormalTraffic
192.168.2.42,192.168.88.50,43876,1352,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,1277,0.0,1566.170713,783.0853563,783.0853563,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24,20,0,0,1277.0,1277,1277,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1024,0,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NormalTraffic
172.28.129.14,172.28.129.10,54444,4466,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,1398953,4574.849906,31.4520931,15.72604655,15.72604655,22,22,448,5952,448,0,20.36363636,95.51392093,320,0,270.5454545,64.55173434,448,0,152.1777778,154.999016,24024.69495,704,704,0,0,32533.7907,183610,13,38874.96305,1398953,183642,46940,66616.80952,28217.84372,1398301,183642,46923,66585.7619,28236.65834,1,0,0,0,0,0,0,22,44,0,0,1,155.6363636,1444,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,6400,22,0,4574,20.36363636,270.5454545,0,0,0,10,135,Pivoting
192.168.2.52,192.168.2.36,49208,4455,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,4918907,24964.89566,38.62646722,19.51653081,19.10993641,96,94,1228,121572,1228,0,12.79166667,125.3322252,2456,1228,1293.319149,277.0594522,2456,0,649.3612565,676.0848828,457090.7688,4040,3008,0,0,26025.96296,164597,8,44217.71919,4918907,164666,39,51777.96842,50716.8617,4918051,164667,26,52882.26882,50693.06023,0,0,0,0,0,0,0,11,190,0,0,0,652.7789474,509,509,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,122800,95,0,24965,12.79166667,1293.319149,0,0,0,6,639,InitialCompromise
8.6.0.1,8.0.6.4,0,0,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,2502458,0.0,1.198821319,1.198821319,0.0,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1251229.0,2502245,213,1769203.794,2502458,2502245,213,1251229.0,1769203.794,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,NormalTraffic
10.147.20.236,10.147.20.237,64685,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,4976484,1980.514757,33.95971935,16.27655188,17.68316747,81,88,0,9856,0,0,0.0,0.0,112,112,112.0,0.0,112,0,57.97647059,56.13044327,3150.626662,1620,1760,0,0,29621.92857,126712,3,33349.12924,4976396,126751,16347,62204.95,17508.66488,4976446,126774,3,57200.52874,23911.1475,0,0,0,0,0,0,0,0,169,0,0,1,58.31952663,65280,65520,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,9856,88,0,1980,0.0,112.0,0,0,0,0,58,Reconnaissance
10.10.10.30,10.10.10.10,50191,102,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,996579,1.003432743,2.006865487,1.003432743,1.003432743,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,1,0,0.666666667,0.577350269,0.333333333,20,20,0,0,996579.0,996579,996579,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,0,1,1.0,8192,8192,0,0,0.0,0,1450000000000000.0,1450000000000000.0,1450000000000000.0,0.0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,NormalTraffic
172.28.129.14,172.28.129.10,45048,4466,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,60971,4723.557101,65.60495973,32.80247987,32.80247987,2,2,128,160,128,0,64.0,90.50966799,160,0,80.0,113.137085,160,0,83.2,77.0662053,5939.2,64,64,0,0,20323.66667,60392,18,34701.25667,60971,60971,60971,60971.0,0.0,60392,60392,60392,60392.0,0.0,1,0,0,0,0,0,0,2,4,0,0,1,104.0,374,256,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,0,0,0,0,64.0,80.0,0,0,0,32,40,LateralMovement
192.168.50.6,172.217.10.226,57161,443,00:00:00:00:00:00,00:00:00:00:00:00,0,2025-07-16T13:59:03.462669,0,2960.960381,0.0,64.36870394,0.0,0,0,92,0,0,0,0.0,0.0,46,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,62142,0,0,0.0,0.0,55,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,4,0,0,0,BENIGN
192.168.2.52,192.168.2.36,42690,4455,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,4904427,24788.21685,38.3327145,19.16635725,19.16635725,94,94,2456,119116,2456,0,26.12765957,253.3170581,2456,1228,1267.191489,217.0072729,2456,0,656.2328042,676.3284082,457420.1157,4792,3008,0,0,26226.88235,277819,2,53969.58858,4904427,277878,21,52735.77419,66976.2681,4734150,277989,2,50904.83871,66070.98502,1,0,0,0,0,0,0,13,188,0,0,1,659.7234043,509,509,0,0,0.0,0,1600000000000000.0,1600000000000000.0,1600000000000000.0,0.0,0,0,121572,95,0,24789,26.12765957,1267.191489,0,0,0,13,633,InitialCompromise
10.147.20.236,10.147.20.237,61717,4499,00:00:00:00:00:00,00:00:00:00:00:00,6,2025-07-16T13:59:03.462669,4169832,406.7310146,7.194534456,3.357449413,3.837085043,14,16,272,1424,144,0,19.42857143,49.4861508,112,0,89.0,42.52058325,144,0,59.35483871,58.45200218,3416.636559,352,320,0,1,143787.3103,3438731,3,634490.8822,4169832,3438731,43,320756.3077,937158.5592,4030740,3999407,3,268716.0,1032079.09,1,0,0,0,0,0,0,4,30,0,0,1,61.33333333,255,256,575763,575763,575763.0,0,1600000000000000.0,3438731.0,801000000000000.0,1130000000000000.0,0,0,848,8,0,16405,19.42857143,89.0,0,0,0,9,47,Reconnaissance
