flow_id,src_ip,src_port,dst_ip,dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,pkt_size_avg,down_up_ratio,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,fwd_seg_size_avg,bwd_seg_size_avg,fwd_seg_size_min,init_fwd_win_byts,init_bwd_win_byts,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,fwd_act_data_pkts,cwe_flag_count,ece_flag_cnt,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
dfc6777d1f79fe7ccb45320585fe9a69,10.0.0.2,49040,192.168.1.11,20,6,1752443427.041214,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
af07badd1c8f8737a86ed79412af54c1,10.0.0.2,35384,192.168.1.11,21,6,1752443427.805877,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
41dbc47fecb102cd9a82ee888df823bc,10.0.0.2,32016,192.168.1.11,22,6,1752443427.16921,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
9a0dde682b9330d137665f1c11b56884,10.0.0.2,61989,192.168.1.11,23,6,1752443426.979374,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
b70fe08a6e7c329f5f8c277a172b72a6,10.0.0.2,56628,192.168.1.11,24,6,1752443426.787793,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
a19b189cda2b3cd991bb3276e9f80236,10.0.0.2,54915,192.168.1.11,25,6,1752443427.071421,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
8bb46104ea7330cc542d30372b9811df,10.0.0.2,51013,192.168.1.11,26,6,1752443427.318713,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
8bd79af3d919b5a66a535c4dacf20d8b,10.0.0.2,34729,192.168.1.11,27,6,1752443427.664513,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
68525c8761c739ce7fd03ae1509cb9ee,10.0.0.2,15689,192.168.1.11,28,6,1752443427.062022,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
d9e43522e12212a6bcb9ade6b91118ad,10.0.0.2,42319,192.168.1.11,29,6,1752443427.572147,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
343ca00b0f9dc4216ba97f6f4b3d6957,10.0.0.2,17701,192.168.1.11,30,6,1752443427.198719,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
6621931b990f1bfdca5f488bf7786882,10.0.0.2,36948,192.168.1.11,31,6,1752443428.191448,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
c1b417d85ac78a5d75234aacf6757868,10.0.0.2,44020,192.168.1.11,32,6,1752443428.271929,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
9e2c8bef1ee5513c30e8a4c1bee69a24,10.0.0.2,51235,192.168.1.11,33,6,1752443428.661057,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
79437dd64d626390a9e8d3f542392735,10.0.0.2,14257,192.168.1.11,34,6,1752443428.00062,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
bbd3566b88c803a9e070df89fb63ea54,10.0.0.2,25130,192.168.1.11,35,6,1752443426.758817,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
4383a460ec2341160adf4c6c9fb4f441,10.0.0.2,16557,192.168.1.11,36,6,1752443428.574135,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ae391c12d41ad771a0a4898073b2363b,10.0.0.2,46836,192.168.1.11,37,6,1752443427.523535,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
f85f507bb97c5b26ba1d2b8bac0a0056,10.0.0.2,57942,192.168.1.11,38,6,1752443428.054418,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
0f2d9f9dd96a00f2f534059d14108cd4,10.0.0.2,18078,192.168.1.11,39,6,1752443427.840441,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
c1f077726a0c3b190f74dc5727ee8114,10.0.0.2,20643,192.168.1.11,40,6,1752443428.424614,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ac60986798b95642639b376b0fde463a,10.0.0.2,53081,192.168.1.11,41,6,1752443428.371258,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1890f09199b78166c80fd7a8f6262f29,10.0.0.2,61509,192.168.1.11,42,6,1752443428.307189,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ddf291603b97354bdd84da1a4cb62ee3,10.0.0.2,39001,192.168.1.11,43,6,1752443428.17446,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
f0eb58297aa7673938af44e069d43a05,10.0.0.2,55220,192.168.1.11,44,6,1752443427.961453,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
96b5ef809ba5bf26e6713d4358df0512,10.0.0.2,41795,192.168.1.11,45,6,1752443427.559922,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
cf8012b1fc91b03fb5f12f2696de6743,10.0.0.2,15993,192.168.1.11,46,6,1752443428.250588,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
cb22b11c2e5c97026ba25d065503a43e,10.0.0.2,65182,192.168.1.11,47,6,1752443428.220419,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
e810e45e7d8c3c173d556976a0fb7d79,10.0.0.2,48666,192.168.1.11,48,6,1752443428.012074,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
0016739e2a0ade5fb50b0214d32dfaab,10.0.0.2,59481,192.168.1.11,49,6,1752443427.135695,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
dda1be6ca82e0967ab024f0b5d8a7e47,10.0.0.2,51568,192.168.1.11,50,6,1752443427.747092,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1b4d67492ebf793d4799c6c3e22cb6,10.0.0.2,28976,192.168.1.11,51,6,1752443427.059947,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
23a4b8aeb6c0c86f9de315584de86782,10.0.0.2,21466,192.168.1.11,52,6,1752443426.841309,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
56ecbef6f777dcadf8f7796cdd113a9c,10.0.0.2,20290,192.168.1.11,53,6,1752443428.438832,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
3d3cf4df6ca8482ce644f69c4e157fd3,10.0.0.2,17370,192.168.1.11,54,6,1752443428.636794,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
8a4aa95fe6e54433c532e517b7fdb752,10.0.0.2,20371,192.168.1.11,55,6,1752443427.611473,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
922f2b5b6d919b2f7a410f55067d9272,10.0.0.2,10568,192.168.1.11,56,6,1752443426.710068,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1836b1b725fc1ae98e279b374649886b,10.0.0.2,23859,192.168.1.11,57,6,1752443428.449395,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
171b59eee22eb8f13b2ce626473cb9b7,10.0.0.2,38934,192.168.1.11,58,6,1752443428.307756,1,1,0,40,0,40,40,40,0.0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
